Job Title,Company,Job Link,Extracted Text,index
Sales TraineeFits Cargo (Pvt) Ltd,Fits Cargo (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001230037&pg=index.jsp,"The job vacancy is for a Sales Trainee in Colombo. The responsibilities include assisting in building relationships with potential customers, collaborating with senior sales staff, maintaining accurate records of sales activities, providing timely responses to customer inquiries, and executing sales strategies. The requirements for the role include excellent communication and customer service skills, the ability to work full-time, strong interpersonal skills, and a willingness to learn quickly. Freshers are encouraged to apply.",51
AgronomistHealthy Greens,Healthy Greens,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001230032&pg=index.jsp,"The job vacancy is for the position of Agronomist located in Negombo. The responsibilities include managing water cycles, maintaining fertilizer rates, pruning and trellising crops, scheduling harvests, managing disease and pest control, maintaining records, seed and transplanting lettuce, and managing daily harvest. Requirements include knowledge in agriculture and cultivation, a degree in horticulture or a related field, computer literacy, communication skills, and teamwork abilities. The candidate must be able to meet deadlines and attend to any urgent responsibilities that may arise in greenhouse operations.",52
Vacancy for Transport Manager (Bulk Cement Operation)P.F. Perera Logistics (Pvt) Ltd,P.F. Perera Logistics (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001230016&pg=index.jsp,"The job vacancy at P.F. Perera Logistics is for a position requiring experience in handling bulk cement operations, aged between 30-45 years, residing around Wattala area, and the ability to handle staff and operations with minimum supervision. Interested candidates are requested to send their CVs to vacancy.pfpereralogistics@gmail.com before 22nd June 2024.",53
Accounts AssistantGlobal Industrial Solutions (Pvt) Ltd,Global Industrial Solutions (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001230007&pg=index.jsp,"The text provided does not contain specific job vacancy information, company details, or contact information. Therefore, I am unable to extract job requirements and responsibilities from the text.",54
Consultant SAFE Foundation,SAFE Foundation,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229997&pg=index.jsp,"The job vacancy is for a position related to a television and YouTube advertising campaign series on the topic of TIP and safe migration. The responsibilities include creating and managing advertising campaigns, developing creative content for TV and online platforms, as well as monitoring and analyzing campaign performance. The job requirements include experience in advertising, knowledge of TV and digital advertising platforms, and strong communication and analytical skills. Applicants must submit a detailed proposal outlining their approach to the project and showcasing their expertise in advertising and campaign management.",55
DriverBTL Lanka (Pvt) Ltd,BTL Lanka (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229993&pg=index.jsp,"The job vacancy at BTL Lanka (Pvt) Ltd is for a dynamic individual with qualifications including being below 59 years of age, having proven experience as a driver, residing in Colombo or its suburbs, and possessing a valid driving license including for heavy vehicles. The responsibilities for this position include driving duties and adhering to road safety regulations.",56
Wharf ClerkS/R Export & Imports,S/R Export & Imports,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229987&pg=index.jsp,"The job vacancy is for a Wharf Clerk at S/R Export & Imports. The responsibilities include managing incoming and outgoing shipments, maintaining documentation, and providing support to the team. The job requirements include strong organizational skills, attention to detail, and proficiency in computer systems. Candidates must have good communication skills and be able to work well in a team environment. Experience in a similar role is preferred.",57
Sales OfficerCompany Name Withheld,Company Name Withheld,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229966&pg=index.jsp,"The job vacancy requires a candidate with strong communication and organizational skills, as well as the ability to work independently. Responsibilities include managing schedules, coordinating meetings, and handling administrative tasks. Experience with Microsoft Office and excellent attention to detail are also required.",58
System & Network EngineerGigabyte Solutions (Pvt) Ltd,Gigabyte Solutions (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229957&pg=index.jsp,"The job vacancy is for a System and Network Engineer, responsible for providing remote support for technical issues related to Desktop Support, firewalls, routers, networks, VPNs, and specific hardware. Key responsibilities include understanding IT requirements, maintaining customer confidentiality, collaborating with clients, troubleshooting and configuring hardware and software, and having knowledge of various networking protocols. Preferred skills include effective communication, problem-solving abilities, and the ability to work independently. Qualifications include a minimum of 5 years of experience in network and system configuration, along with certifications such as CCNA, CCNP, or NSE. Interested candidates can submit their resume to hr@gigabytesolutions.com.",59
Showroom Manager Crocodile Lanka (Pvt) Ltd,Crocodile Lanka (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229953&pg=index.jsp,"The job vacancy is for a Showroom Manager at Crocodile Sri Lanka. The responsibilities include achieving monthly sales targets, providing excellent customer service, managing showroom operations, leading a team, and collaborating with relevant departments. The ideal candidate should have relevant qualifications, excellent communication skills, and the ability to make strategic decisions. If interested, applicants can apply within 07 days of the advertisement.",60
Teachers - (Experienced & Qualified)Negombo South International School Network,Negombo South International School Network,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229947&pg=index.jsp,"The job vacancies at Negombo South International School Network Piliyandala Branch include positions for Elocution, Science, Biology, Mathematics, Experienced Pre School Teachers, Pre School Assistant Teachers, Experienced Primary Teachers, and Primary Assistant Teachers. The requirements for these positions include being experienced and qualified in teaching, with specific subject knowledge and proficiency in English medium teaching. Responsibilities include conducting classes, preparing lesson plans, and creating a positive learning environment for students. Interested candidates should email their bio data to the HR Manager with the position indicated on the top left corner.",61
Executive HR (Talent Aquisition and Recruitment) SDB Bank,SDB Bank,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229940&pg=index.jsp,"The job vacancy is for a Talent Acquisition and Recruitment Executive at SDB bank. The responsibilities include sourcing, attracting, and retaining top talent for the organization. The requirements include a degree in Human Resource Management, experience in talent acquisition and recruitment (preferably within banking), strong understanding of recruitment techniques, excellent communication skills, and the ability to work independently in a dynamic environment. An attractive remuneration package is available for the right candidate. Interested candidates should submit their CV within 7 days to the provided email address.",62
